Frequency (Hz)	   TP6/Control (g/g)
4.283203100e+02	   2.206279500e+00
4.289062500e+02	   2.172935200e+00
4.294921900e+02	   2.137716800e+00
4.300781300e+02	   2.201311600e+00
4.306640600e+02	   2.308536500e+00
4.312500000e+02	   2.302270900e+00
4.318359400e+02	   2.225241900e+00
4.324218800e+02	   2.284483000e+00
4.330078100e+02	   2.376959100e+00
4.335937500e+02	   2.452791000e+00
4.341796900e+02	   2.484516600e+00
4.347656300e+02	   2.483354600e+00
4.353515600e+02	   2.525985200e+00
4.359375000e+02	   2.603207800e+00
4.365234400e+02	   2.562434000e+00
4.371093800e+02	   2.615322600e+00
4.376953100e+02	   2.726800700e+00
4.382812500e+02	   2.804468200e+00
4.388671900e+02	   2.768580400e+00
4.394531300e+02	   2.769665700e+00
4.400390600e+02	   2.880637400e+00
4.406250000e+02	   2.916637900e+00
4.412109400e+02	   2.956630200e+00
4.417968800e+02	   3.009294300e+00
4.423828100e+02	   3.161466100e+00
4.429687500e+02	   3.281948800e+00
4.435546900e+02	   3.326970600e+00
4.441406300e+02	   3.347050400e+00
4.447265600e+02	   3.408277000e+00
4.453125000e+02	   3.553104400e+00
4.458984400e+02	   3.588812600e+00
4.464843800e+02	   3.725701100e+00
4.470703100e+02	   3.890040200e+00
4.476562500e+02	   3.944158600e+00
4.482421900e+02	   3.967481100e+00
4.488281300e+02	   4.105438700e+00
4.494140600e+02	   4.082659700e+00
4.500000000e+02	   4.301335300e+00
4.505859400e+02	   4.627709400e+00
4.511718800e+02	   4.928749600e+00
4.517578100e+02	   4.944239600e+00
4.523437500e+02	   5.143080200e+00
4.529296900e+02	   5.294013500e+00
4.535156300e+02	   5.517019700e+00
4.541015600e+02	   5.922596900e+00
4.546875000e+02	   6.294609500e+00
4.552734400e+02	   6.570750700e+00
4.558593800e+02	   6.699107600e+00
4.564453100e+02	   7.281548500e+00
4.570312500e+02	   7.952451700e+00
4.576171900e+02	   8.456980700e+00
4.582031300e+02	   8.838192900e+00
4.587890600e+02	   9.131684300e+00
4.593750000e+02	   9.869845400e+00
4.599609400e+02	   1.048489900e+01
4.605468800e+02	   1.113665400e+01
4.611328100e+02	   1.135259400e+01
4.617187500e+02	   1.155778800e+01
4.623046900e+02	   1.272043700e+01
4.628906300e+02	   1.259655900e+01
4.634765600e+02	   1.275510500e+01
4.640625000e+02	   1.189463100e+01
4.646484400e+02	   1.051540900e+01
4.652343800e+02	   9.540829700e+00
4.658203100e+02	   8.556930500e+00
4.664062500e+02	   8.260875700e+00
4.669921900e+02	   7.499156500e+00
4.675781300e+02	   6.509679800e+00
4.681640600e+02	   6.377610200e+00
4.687500000e+02	   5.870061400e+00
4.693359400e+02	   5.182552300e+00
4.699218800e+02	   5.045098800e+00
4.705078100e+02	   4.815513100e+00
4.710937500e+02	   4.417587300e+00
4.716796900e+02	   4.122489000e+00
4.722656300e+02	   3.786210500e+00
4.728515600e+02	   3.663950900e+00
4.734375000e+02	   3.451295900e+00
4.740234400e+02	   3.299910500e+00
4.746093800e+02	   3.061359200e+00
4.751953100e+02	   2.793645400e+00
4.757812500e+02	   2.549474000e+00
4.763671900e+02	   2.440880500e+00
4.769531300e+02	   2.255559400e+00
4.775390600e+02	   2.129332300e+00
4.781250000e+02	   2.063357800e+00
4.787109400e+02	   1.934745600e+00
4.792968800e+02	   1.811444600e+00
4.798828100e+02	   1.704469300e+00
4.804687500e+02	   1.644393800e+00
4.810546900e+02	   1.614545700e+00
4.816406300e+02	   1.499364500e+00
4.822265600e+02	   1.413723500e+00
4.828125000e+02	   1.332344900e+00
4.833984400e+02	   1.268554200e+00
4.839843800e+02	   1.190169900e+00
4.845703100e+02	   1.121037200e+00
4.851562500e+02	   1.062345500e+00
4.857421900e+02	   9.770520900e-01
4.863281300e+02	   9.067801800e-01
4.869140600e+02	   8.494391400e-01
4.875000000e+02	   8.197122800e-01
4.880859400e+02	   7.798596600e-01
4.886718800e+02	   7.129112500e-01
4.892578100e+02	   6.798902800e-01
4.898437500e+02	   6.631833300e-01
4.904296900e+02	   6.481863900e-01
4.910156300e+02	   6.339234100e-01
4.916015600e+02	   5.745796600e-01
4.921875000e+02	   5.415648800e-01
4.927734400e+02	   5.581332400e-01
4.933593800e+02	   4.971504500e-01
4.939453100e+02	   4.499713500e-01
4.945312500e+02	   4.054874500e-01
4.951171900e+02	   3.716095100e-01
4.957031300e+02	   4.049969000e-01
4.962890600e+02	   3.950488600e-01
4.968750000e+02	   3.733822400e-01
4.974609400e+02	   3.874623500e-01
4.980468800e+02	   3.493592700e-01
4.986328100e+02	   3.171462700e-01
4.992187500e+02	   3.176468000e-01
4.998046900e+02	   3.638338700e-01
5.003906300e+02	   3.577404600e-01
5.009765600e+02	   3.856039900e-01
5.015625000e+02	   3.981382300e-01
5.021484400e+02	   4.058596200e-01
5.027343800e+02	   3.918198300e-01
5.033203100e+02	   4.124529700e-01
5.039062500e+02	   4.375365400e-01
5.044921900e+02	   4.848329700e-01
5.050781300e+02	   4.913249000e-01
5.056640600e+02	   4.776461700e-01
5.062500000e+02	   5.758976900e-01
5.068359400e+02	   6.055153600e-01
5.074218800e+02	   6.392841300e-01
5.080078100e+02	   6.997281300e-01
5.085937500e+02	   7.135069400e-01
5.091796900e+02	   6.962037700e-01
5.097656300e+02	   7.557214500e-01
5.103515600e+02	   7.734724900e-01
5.109375000e+02	   7.793474200e-01
5.115234400e+02	   8.261924400e-01
5.121093800e+02	   9.484956300e-01
5.126953100e+02	   9.413604100e-01
5.132812500e+02	   9.905118300e-01
5.138671900e+02	   1.001715800e+00
5.144531300e+02	   1.069097000e+00
5.150390600e+02	   1.039605900e+00
5.156250000e+02	   1.160628400e+00
5.162109400e+02	   1.248726200e+00
5.167968800e+02	   1.222941400e+00
5.173828100e+02	   1.279315700e+00
5.179687500e+02	   1.353784700e+00
5.185546900e+02	   1.419430400e+00
5.191406300e+02	   1.450510900e+00
5.197265600e+02	   1.514146100e+00
5.203125000e+02	   1.568855200e+00
5.208984400e+02	   1.686726500e+00
5.214843800e+02	   1.673185100e+00
5.220703100e+02	   1.773922000e+00
5.226562500e+02	   1.788952800e+00
5.232421900e+02	   1.776909700e+00
5.238281300e+02	   1.991165500e+00
5.244140600e+02	   2.085750800e+00
5.250000000e+02	   2.136159700e+00
5.255859400e+02	   2.175925500e+00
5.261718800e+02	   2.251474400e+00
5.267578100e+02	   2.308993100e+00
5.273437500e+02	   2.480347400e+00
5.279296900e+02	   2.455643900e+00
5.285156300e+02	   2.421165200e+00
5.291015600e+02	   2.716597600e+00
5.296875000e+02	   2.477264900e+00
5.302734400e+02	   2.362522100e+00
5.308593800e+02	   2.245339600e+00
5.314453100e+02	   2.215876800e+00
5.320312500e+02	   2.306630800e+00
5.326171900e+02	   2.203026100e+00
5.332031300e+02	   2.178796500e+00
5.337890600e+02	   1.991901000e+00
5.343750000e+02	   2.065483300e+00
5.349609400e+02	   1.974965200e+00
5.355468800e+02	   1.747389400e+00
5.361328100e+02	   1.629322600e+00
5.367187500e+02	   1.572274900e+00
5.373046900e+02	   1.536831500e+00
5.378906300e+02	   1.414132000e+00
5.384765600e+02	   1.290974400e+00
5.390625000e+02	   1.167982500e+00
5.396484400e+02	   1.157132900e+00
5.402343800e+02	   1.040536200e+00
5.408203100e+02	   9.951891900e-01
5.414062500e+02	   9.809235300e-01
5.419921900e+02	   8.934000100e-01
5.425781300e+02	   8.029747000e-01
5.431640600e+02	   7.636894000e-01
5.437500000e+02	   6.986371900e-01
5.443359400e+02	   6.848855600e-01
5.449218800e+02	   6.150922200e-01
5.455078100e+02	   6.333434000e-01
5.460937500e+02	   6.905642200e-01
5.466796900e+02	   7.003685200e-01
5.472656300e+02	   6.919329800e-01
5.478515600e+02	   7.342692600e-01
5.484375000e+02	   7.083908900e-01
5.490234400e+02	   6.795318700e-01
5.496093800e+02	   6.803913700e-01
5.501953100e+02	   6.260342600e-01
5.507812500e+02	   6.606903100e-01
5.513671900e+02	   7.070349500e-01
5.519531300e+02	   6.516472100e-01
5.525390600e+02	   6.221641900e-01
5.531250000e+02	   6.027864200e-01
5.537109400e+02	   6.289709800e-01
5.542968800e+02	   5.585235400e-01
5.548828100e+02	   5.733273600e-01
5.554687500e+02	   6.008943900e-01
5.560546900e+02	   5.809663500e-01
5.566406300e+02	   5.959621100e-01
5.572265600e+02	   5.558584900e-01
5.578125000e+02	   5.005009800e-01
5.583984400e+02	   5.295227800e-01
5.589843800e+02	   5.625233100e-01
5.595703100e+02	   5.595142800e-01
5.601562500e+02	   5.213047300e-01
5.607421900e+02	   4.976719300e-01
5.613281300e+02	   5.037091400e-01
5.619140600e+02	   4.738515300e-01
5.625000000e+02	   4.156902100e-01
5.630859400e+02	   3.918590200e-01
5.636718800e+02	   4.244041700e-01
5.642578100e+02	   4.412052900e-01
5.648437500e+02	   3.952426300e-01
5.654296900e+02	   3.669778400e-01
5.660156300e+02	   3.778617700e-01
5.666015600e+02	   3.562058500e-01
5.671875000e+02	   3.859319400e-01
5.677734400e+02	   4.246926900e-01
5.683593800e+02	   4.472625000e-01
5.689453100e+02	   4.259128600e-01
5.695312500e+02	   4.203208400e-01
5.701171900e+02	   4.407948000e-01
5.707031300e+02	   4.107726200e-01
5.712890600e+02	   4.333383100e-01
5.718750000e+02	   3.969405600e-01
5.724609400e+02	   3.815515900e-01
5.730468800e+02	   3.746642800e-01
5.736328100e+02	   3.793426200e-01
5.742187500e+02	   4.225074600e-01
5.748046900e+02	   3.976731300e-01
5.753906300e+02	   3.858008700e-01
5.759765600e+02	   4.155486800e-01
5.765625000e+02	   4.781661600e-01
5.771484400e+02	   4.545538100e-01
5.777343800e+02	   3.909886200e-01
5.783203100e+02	   4.096902000e-01
5.789062500e+02	   4.319168000e-01
5.794921900e+02	   4.070975500e-01
5.800781300e+02	   4.125462500e-01
5.806640600e+02	   4.195020500e-01
5.812500000e+02	   3.855108900e-01
5.818359400e+02	   3.974069700e-01
5.824218800e+02	   4.242138300e-01
5.830078100e+02	   4.249127200e-01
5.835937500e+02	   4.052597900e-01
5.841796900e+02	   4.270703800e-01
5.847656300e+02	   4.166973200e-01
5.853515600e+02	   4.075190100e-01
5.859375000e+02	   4.355459800e-01
5.865234400e+02	   4.608070000e-01
5.871093800e+02	   4.522957200e-01
5.876953100e+02	   4.439291100e-01
5.882812500e+02	   4.675211000e-01
5.888671900e+02	   4.418180900e-01
5.894531300e+02	   4.569481300e-01
5.900390600e+02	   4.502509500e-01
5.906250000e+02	   4.399206600e-01
5.912109400e+02	   4.949053500e-01
5.917968800e+02	   4.766037200e-01
5.923828100e+02	   5.000616900e-01
5.929687500e+02	   5.042409300e-01
5.935546900e+02	   4.821176500e-01
5.941406300e+02	   4.763371300e-01
5.947265600e+02	   4.932750200e-01
5.953125000e+02	   4.715152400e-01
5.958984400e+02	   4.843480300e-01
5.964843800e+02	   5.155510300e-01
5.970703100e+02	   5.330960200e-01
5.976562500e+02	   5.431556700e-01
5.982421900e+02	   5.431293200e-01
5.988281300e+02	   5.361449100e-01
5.994140600e+02	   5.546129900e-01
6.000000000e+02	   5.618038200e-01
6.005859400e+02	   5.517118000e-01
6.011718800e+02	   5.666970000e-01
6.017578100e+02	   5.733903600e-01
6.023437500e+02	   5.802477000e-01
6.029296900e+02	   5.907837700e-01
6.035156300e+02	   6.174777700e-01
6.041015600e+02	   5.919168600e-01
6.046875000e+02	   5.726887600e-01
6.052734400e+02	   5.814998700e-01
6.058593800e+02	   6.246182300e-01
6.064453100e+02	   5.966733100e-01
6.070312500e+02	   5.847538100e-01
6.076171900e+02	   6.228026200e-01
6.082031300e+02	   6.382042800e-01
6.087890600e+02	   6.345149300e-01
6.093750000e+02	   6.269401900e-01
6.099609400e+02	   6.139134800e-01
6.105468800e+02	   6.594443300e-01
6.111328100e+02	   6.973037100e-01
6.117187500e+02	   6.875006600e-01
6.123046900e+02	   6.905606400e-01
6.128906300e+02	   6.626794900e-01
6.134765600e+02	   6.637384300e-01
6.140625000e+02	   6.962615300e-01
6.146484400e+02	   7.039426600e-01
6.152343800e+02	   7.134540700e-01
6.158203100e+02	   7.133801000e-01
6.164062500e+02	   6.933931700e-01
6.169921900e+02	   6.955367300e-01
6.175781300e+02	   7.293688700e-01
6.181640600e+02	   7.211309700e-01
6.187500000e+02	   7.154865300e-01
6.193359400e+02	   7.411564000e-01
6.199218800e+02	   7.381476200e-01
6.205078100e+02	   7.412902100e-01
6.210937500e+02	   7.310839300e-01
6.216796900e+02	   7.142701700e-01
6.222656300e+02	   7.449080900e-01
6.228515600e+02	   7.897865200e-01
6.234375000e+02	   7.576189600e-01
6.240234400e+02	   7.761399100e-01
6.246093800e+02	   7.606387100e-01
6.251953100e+02	   7.775091500e-01
6.257812500e+02	   7.676705700e-01
6.263671900e+02	   7.930815800e-01
6.269531300e+02	   8.320134900e-01
6.275390600e+02	   7.999466700e-01
6.281250000e+02	   8.023445000e-01
6.287109400e+02	   8.069284000e-01
6.292968800e+02	   8.406475200e-01
6.298828100e+02	   8.786210400e-01
6.304687500e+02	   8.876158000e-01
6.310546900e+02	   8.983919000e-01
6.316406300e+02	   8.674925000e-01
6.322265600e+02	   9.013745800e-01
6.328125000e+02	   9.145251500e-01
6.333984400e+02	   9.223914100e-01
6.339843800e+02	   9.347255800e-01
6.345703100e+02	   9.027405400e-01
6.351562500e+02	   9.208142800e-01
6.357421900e+02	   9.042389400e-01
6.363281300e+02	   9.526858300e-01
6.369140600e+02	   9.813220500e-01
6.375000000e+02	   9.564771100e-01
6.380859400e+02	   9.436199700e-01
6.386718800e+02	   9.518790200e-01
6.392578100e+02	   9.566052600e-01
6.398437500e+02	   9.952915900e-01
6.404296900e+02	   9.821450700e-01
6.410156300e+02	   9.893195600e-01
6.416015600e+02	   9.887499200e-01
6.421875000e+02	   1.018283700e+00
6.427734400e+02	   1.046858700e+00
6.433593800e+02	   1.042475600e+00
6.439453100e+02	   1.046191800e+00
6.445312500e+02	   1.074235200e+00
6.451171900e+02	   1.085278900e+00
6.457031300e+02	   1.046651500e+00
6.462890600e+02	   1.045992300e+00
6.468750000e+02	   1.124139100e+00
6.474609400e+02	   1.138230800e+00
6.480468800e+02	   1.135633500e+00
6.486328100e+02	   1.165004600e+00
6.492187500e+02	   1.174744000e+00
6.498046900e+02	   1.205220000e+00
6.503906300e+02	   1.262686000e+00
6.509765600e+02	   1.241199400e+00
6.515625000e+02	   1.230444300e+00
6.521484400e+02	   1.208537700e+00
6.527343800e+02	   1.228018300e+00
6.533203100e+02	   1.212955600e+00
6.539062500e+02	   1.238145000e+00
6.544921900e+02	   1.268708600e+00
6.550781300e+02	   1.266604900e+00
6.556640600e+02	   1.233818500e+00
6.562500000e+02	   1.226989000e+00
6.568359400e+02	   1.303258100e+00
6.574218800e+02	   1.339328500e+00
6.580078100e+02	   1.352962900e+00
6.585937500e+02	   1.430488500e+00
6.591796900e+02	   1.463252400e+00
6.597656300e+02	   1.461686600e+00
6.603515600e+02	   1.466456300e+00
6.609375000e+02	   1.460960400e+00
6.615234400e+02	   1.454862100e+00
6.621093800e+02	   1.489127300e+00
6.626953100e+02	   1.466819800e+00
6.632812500e+02	   1.471468000e+00
6.638671900e+02	   1.528430300e+00
6.644531300e+02	   1.485501200e+00
6.650390600e+02	   1.592379200e+00
6.656250000e+02	   1.622139500e+00
6.662109400e+02	   1.529202600e+00
6.667968800e+02	   1.564857100e+00
6.673828100e+02	   1.732439000e+00
6.679687500e+02	   1.668868300e+00
6.685546900e+02	   1.683685400e+00
6.691406300e+02	   1.742428800e+00
6.697265600e+02	   1.738996700e+00
6.703125000e+02	   1.727196700e+00
6.708984400e+02	   1.708747600e+00
6.714843800e+02	   1.832938700e+00
6.720703100e+02	   1.807982600e+00
6.726562500e+02	   1.788000700e+00
6.732421900e+02	   1.871156000e+00
6.738281300e+02	   1.884588500e+00
6.744140600e+02	   1.937024400e+00
6.750000000e+02	   1.909221900e+00
6.755859400e+02	   1.914531200e+00
6.761718800e+02	   1.926725900e+00
6.767578100e+02	   2.076549800e+00
6.773437500e+02	   2.166282200e+00
6.779296900e+02	   2.111715600e+00
6.785156300e+02	   2.145225000e+00
6.791015600e+02	   2.171624900e+00
6.796875000e+02	   2.302430600e+00
6.802734400e+02	   2.221142100e+00
6.808593800e+02	   2.228531100e+00
6.814453100e+02	   2.384684600e+00
6.820312500e+02	   2.403941200e+00
6.826171900e+02	   2.378763900e+00
6.832031300e+02	   2.308464100e+00
6.837890600e+02	   2.485584700e+00
6.843750000e+02	   2.495263300e+00
6.849609400e+02	   2.500446100e+00
6.855468800e+02	   2.454018100e+00
6.861328100e+02	   2.500038100e+00
6.867187500e+02	   2.795743900e+00
6.873046900e+02	   2.791410700e+00
6.878906300e+02	   2.780944100e+00
6.884765600e+02	   2.822595100e+00
6.890625000e+02	   2.971534300e+00
6.896484400e+02	   3.021136800e+00
6.902343800e+02	   3.165076700e+00
6.908203100e+02	   3.220678600e+00
6.914062500e+02	   3.326669000e+00
6.919921900e+02	   3.413967600e+00
6.925781300e+02	   3.593734300e+00
6.931640600e+02	   3.556305200e+00
6.937500000e+02	   3.481508500e+00
6.943359400e+02	   3.833324200e+00
6.949218800e+02	   4.065335300e+00
6.955078100e+02	   4.138032000e+00
6.960937500e+02	   4.227776500e+00
6.966796900e+02	   4.523779900e+00
6.972656300e+02	   4.571067800e+00
6.978515600e+02	   4.879302500e+00
6.984375000e+02	   4.732537300e+00
6.990234400e+02	   4.657005300e+00
6.996093800e+02	   5.310222100e+00
7.001953100e+02	   5.686543000e+00
7.007812500e+02	   5.882248900e+00
7.013671900e+02	   6.043661100e+00
7.019531300e+02	   6.490207200e+00
7.025390600e+02	   7.196024400e+00
7.031250000e+02	   7.036677800e+00
7.037109400e+02	   7.285721800e+00
7.042968800e+02	   7.879055000e+00
7.048828100e+02	   8.292318300e+00
7.054687500e+02	   8.398448000e+00
7.060546900e+02	   8.229940400e+00
7.066406300e+02	   8.418959600e+00
7.072265600e+02	   8.578818300e+00
7.078125000e+02	   8.883363700e+00
7.083984400e+02	   8.860419300e+00
7.089843800e+02	   8.306683500e+00
7.095703100e+02	   8.340232800e+00
7.101562500e+02	   8.010146100e+00
7.107421900e+02	   7.373496500e+00
7.113281300e+02	   7.344432800e+00
7.119140600e+02	   7.154906700e+00
7.125000000e+02	   6.683581400e+00
7.130859400e+02	   6.212381800e+00
7.136718800e+02	   5.849581200e+00
7.142578100e+02	   5.694405100e+00
7.148437500e+02	   5.328174600e+00
7.154296900e+02	   5.034577400e+00
7.160156300e+02	   4.427279000e+00
7.166015600e+02	   4.284341800e+00
7.171875000e+02	   4.041978400e+00
7.177734400e+02	   3.651295900e+00
7.183593800e+02	   3.619637500e+00
7.189453100e+02	   3.494724300e+00
7.195312500e+02	   3.024078600e+00
7.201171900e+02	   2.966457400e+00
7.207031300e+02	   3.002869800e+00
7.212890600e+02	   2.695594300e+00
7.218750000e+02	   2.656380700e+00
7.224609400e+02	   2.639523000e+00
7.230468800e+02	   2.425720200e+00
7.236328100e+02	   2.262996000e+00
7.242187500e+02	   2.110946900e+00
7.248046900e+02	   1.954813800e+00
7.253906300e+02	   1.918647600e+00
7.259765600e+02	   1.902120400e+00
7.265625000e+02	   1.801898800e+00
7.271484400e+02	   1.755572200e+00
7.277343800e+02	   1.753780200e+00
7.283203100e+02	   1.677478100e+00
7.289062500e+02	   1.503108500e+00
7.294921900e+02	   1.455109100e+00
7.300781300e+02	   1.416801800e+00
7.306640600e+02	   1.260527300e+00
7.312500000e+02	   1.167295900e+00
7.318359400e+02	   1.213541900e+00
7.324218800e+02	   1.190383100e+00
7.330078100e+02	   1.109692100e+00
7.335937500e+02	   1.052887200e+00
7.341796900e+02	   9.971703900e-01
7.347656300e+02	   1.005467900e+00
7.353515600e+02	   9.343948400e-01
7.359375000e+02	   9.624325600e-01
7.365234400e+02	   9.251583200e-01
7.371093800e+02	   8.240157400e-01
7.376953100e+02	   7.342011900e-01
7.382812500e+02	   7.500155600e-01
7.388671900e+02	   8.047477600e-01
7.394531300e+02	   8.258071500e-01
7.400390600e+02	   7.888117400e-01
7.406250000e+02	   7.354782200e-01
7.412109400e+02	   6.817578700e-01
7.417968800e+02	   6.118521700e-01
7.423828100e+02	   5.923132300e-01
7.429687500e+02	   6.023732400e-01
7.435546900e+02	   6.964092900e-01
7.441406300e+02	   6.389351500e-01
7.447265600e+02	   5.810545700e-01
7.453125000e+02	   5.915322900e-01
7.458984400e+02	   6.649982300e-01
7.464843800e+02	   6.497349100e-01
7.470703100e+02	   6.052281900e-01
7.476562500e+02	   5.886875400e-01
7.482421900e+02	   5.702199300e-01
7.488281300e+02	   5.125982200e-01
7.494140600e+02	   4.838672300e-01
7.500000000e+02	   4.761606200e-01
7.505859400e+02	   4.963065100e-01
7.511718800e+02	   4.581531900e-01
7.517578100e+02	   4.288163200e-01
7.523437500e+02	   4.062045500e-01
7.529296900e+02	   3.926229800e-01
7.535156300e+02	   3.865253900e-01
7.541015600e+02	   4.275964800e-01
7.546875000e+02	   4.121976800e-01
7.552734400e+02	   3.284740100e-01
7.558593800e+02	   3.496838500e-01
7.564453100e+02	   3.554805800e-01
7.570312500e+02	   3.329650200e-01
7.576171900e+02	   3.247213400e-01
7.582031300e+02	   3.435260700e-01
7.587890600e+02	   3.076043100e-01
7.593750000e+02	   3.060163900e-01
7.599609400e+02	   3.537040400e-01
7.605468800e+02	   3.168528400e-01
7.611328100e+02	   3.258217600e-01
7.617187500e+02	   3.082707200e-01
7.623046900e+02	   2.933682500e-01
7.628906300e+02	   2.922993000e-01
7.634765600e+02	   3.075443500e-01
7.640625000e+02	   2.685833600e-01
7.646484400e+02	   2.743457000e-01
7.652343800e+02	   2.826200400e-01
7.658203100e+02	   3.072617100e-01
7.664062500e+02	   2.919538000e-01
7.669921900e+02	   2.971717700e-01
7.675781300e+02	   2.744970600e-01
7.681640600e+02	   2.507430900e-01
7.687500000e+02	   2.564118200e-01
7.693359400e+02	   2.458677300e-01
7.699218800e+02	   2.536764400e-01
7.705078100e+02	   2.888627900e-01
7.710937500e+02	   2.942649700e-01
7.716796900e+02	   2.781032300e-01
7.722656300e+02	   2.622842800e-01
7.728515600e+02	   2.536410400e-01
7.734375000e+02	   2.270080100e-01
7.740234400e+02	   2.541178800e-01
7.746093800e+02	   2.956822500e-01
7.751953100e+02	   3.097603900e-01
7.757812500e+02	   2.518501000e-01
7.763671900e+02	   2.576769000e-01
7.769531300e+02	   2.482895300e-01
7.775390600e+02	   2.520422600e-01
7.781250000e+02	   2.784350200e-01
7.787109400e+02	   2.839314600e-01
7.792968800e+02	   2.607953000e-01
7.798828100e+02	   2.490734800e-01
7.804687500e+02	   2.711761900e-01
7.810546900e+02	   3.039672100e-01
7.816406300e+02	   2.812559600e-01
7.822265600e+02	   2.609134900e-01
7.828125000e+02	   2.776885300e-01
7.833984400e+02	   2.730739700e-01
7.839843800e+02	   2.367547600e-01
7.845703100e+02	   2.638217500e-01
7.851562500e+02	   2.925770900e-01
7.857421900e+02	   2.888310000e-01
7.863281300e+02	   2.458680000e-01
7.869140600e+02	   2.642663700e-01
7.875000000e+02	   2.748061400e-01
7.880859400e+02	   2.572946300e-01
7.886718800e+02	   2.462033200e-01
7.892578100e+02	   2.964741000e-01
7.898437500e+02	   3.197439000e-01
7.904296900e+02	   2.749729800e-01
7.910156300e+02	   2.551608700e-01
7.916015600e+02	   2.713320000e-01
7.921875000e+02	   2.819003200e-01
7.927734400e+02	   2.708035700e-01
7.933593800e+02	   2.754125900e-01
7.939453100e+02	   3.035708400e-01
7.945312500e+02	   3.112986400e-01
7.951171900e+02	   3.115539800e-01
7.957031300e+02	   2.793657200e-01
7.962890600e+02	   2.763138400e-01
7.968750000e+02	   2.970257700e-01
7.974609400e+02	   3.055962000e-01
7.980468800e+02	   3.367038400e-01
7.986328100e+02	   3.046222900e-01
7.992187500e+02	   3.229430900e-01
7.998046900e+02	   3.644013100e-01
8.003906300e+02	   3.619591600e-01
8.009765600e+02	   3.150652900e-01
8.015625000e+02	   3.220163600e-01
8.021484400e+02	   3.570476200e-01
8.027343800e+02	   3.723079900e-01
8.033203100e+02	   3.503254700e-01
8.039062500e+02	   3.788158000e-01
8.044921900e+02	   3.845123600e-01
8.050781300e+02	   3.933612700e-01
8.056640600e+02	   3.501966900e-01
8.062500000e+02	   3.753135200e-01
8.068359400e+02	   3.950486200e-01
8.074218800e+02	   3.864601600e-01
8.080078100e+02	   4.273577900e-01
8.085937500e+02	   4.186759600e-01
8.091796900e+02	   3.942302500e-01
8.097656300e+02	   4.130166200e-01
8.103515600e+02	   4.036567500e-01
8.109375000e+02	   4.344935400e-01
8.115234400e+02	   4.139384000e-01
8.121093800e+02	   3.662183000e-01
8.126953100e+02	   3.872059900e-01
8.132812500e+02	   3.979202800e-01
8.138671900e+02	   4.579300600e-01
8.144531300e+02	   4.428165900e-01
8.150390600e+02	   4.527889500e-01
8.156250000e+02	   5.059427600e-01
8.162109400e+02	   5.290721100e-01
8.167968800e+02	   5.427556600e-01
8.173828100e+02	   5.047999000e-01
8.179687500e+02	   4.889291800e-01
8.185546900e+02	   4.479709600e-01
8.191406300e+02	   5.054097800e-01
8.197265600e+02	   5.750830800e-01
8.203125000e+02	   5.443678500e-01
8.208984400e+02	   4.879027900e-01
8.214843800e+02	   5.466584600e-01
8.220703100e+02	   5.848331500e-01
8.226562500e+02	   5.002808000e-01
8.232421900e+02	   5.248662800e-01
8.238281300e+02	   5.372504600e-01
8.244140600e+02	   5.649461200e-01
8.250000000e+02	   5.993413300e-01
8.255859400e+02	   5.917599200e-01
8.261718800e+02	   4.988326100e-01
8.267578100e+02	   5.090234300e-01
8.273437500e+02	   5.408044500e-01
8.279296900e+02	   5.764589900e-01
8.285156300e+02	   5.533124800e-01
8.291015600e+02	   5.240649000e-01
8.296875000e+02	   5.694584800e-01
8.302734400e+02	   6.000509300e-01
8.308593800e+02	   6.751837100e-01
8.314453100e+02	   6.140029400e-01
8.320312500e+02	   6.046789900e-01
8.326171900e+02	   6.704927700e-01
8.332031300e+02	   6.688213900e-01
8.337890600e+02	   6.152340800e-01
8.343750000e+02	   6.542665400e-01
8.349609400e+02	   6.866909300e-01
8.355468800e+02	   6.819416900e-01
8.361328100e+02	   7.108560800e-01
8.367187500e+02	   7.106267200e-01
8.373046900e+02	   6.814844600e-01
8.378906300e+02	   7.715231800e-01
8.384765600e+02	   8.287432200e-01
8.390625000e+02	   8.575480600e-01
8.396484400e+02	   8.709751400e-01
8.402343800e+02	   8.880646800e-01
8.408203100e+02	   9.033062500e-01
8.414062500e+02	   9.413625600e-01
8.419921900e+02	   1.016371700e+00
8.425781300e+02	   1.029516500e+00
8.431640600e+02	   1.071309600e+00
8.437500000e+02	   1.143429200e+00
8.443359400e+02	   1.222365900e+00
8.449218800e+02	   1.181166600e+00
8.455078100e+02	   1.187362200e+00
8.460937500e+02	   1.193024400e+00
8.466796900e+02	   1.109180800e+00
8.472656300e+02	   1.229394300e+00
8.478515600e+02	   1.256289000e+00
8.484375000e+02	   1.298601900e+00
8.490234400e+02	   1.506475200e+00
8.496093800e+02	   1.584934700e+00
8.501953100e+02	   1.563223600e+00
8.507812500e+02	   1.622612600e+00
8.513671900e+02	   1.647415000e+00
8.519531300e+02	   1.724071600e+00
8.525390600e+02	   1.738735100e+00
8.531250000e+02	   1.776337300e+00
8.537109400e+02	   1.901144400e+00
8.542968800e+02	   1.957075700e+00
8.548828100e+02	   1.859916200e+00
8.554687500e+02	   1.861061500e+00
8.560546900e+02	   2.040732600e+00
8.566406300e+02	   2.192718300e+00
8.572265600e+02	   2.237493800e+00
8.578125000e+02	   2.361544100e+00
8.583984400e+02	   2.259372900e+00
