Frequency (Hz)	   TP6/Control (g/g)
1.289648400e+03	   8.566162000e-01
1.290234400e+03	   8.610587100e-01
1.290820300e+03	   8.935802000e-01
1.291406300e+03	   8.366555000e-01
1.291992200e+03	   8.540219100e-01
1.292578100e+03	   8.977972900e-01
1.293164100e+03	   8.817035000e-01
1.293750000e+03	   9.238300900e-01
1.294335900e+03	   9.732354900e-01
1.294921900e+03	   9.578153500e-01
1.295507800e+03	   9.279931200e-01
1.296093800e+03	   9.516518100e-01
1.296679700e+03	   1.005871400e+00
1.297265600e+03	   1.009560800e+00
1.297851600e+03	   9.919319200e-01
1.298437500e+03	   9.726816400e-01
1.299023400e+03	   1.062493800e+00
1.299609400e+03	   1.098135800e+00
1.300195300e+03	   1.065950900e+00
1.300781300e+03	   1.026797900e+00
1.301367200e+03	   1.098975500e+00
1.301953100e+03	   1.161117000e+00
1.302539100e+03	   1.187984900e+00
1.303125000e+03	   1.191035600e+00
1.303710900e+03	   1.096296200e+00
1.304296900e+03	   1.126039400e+00
1.304882800e+03	   1.194014100e+00
1.305468800e+03	   1.177884200e+00
1.306054700e+03	   1.182280400e+00
1.306640600e+03	   1.190618500e+00
1.307226600e+03	   1.203157700e+00
1.307812500e+03	   1.266732300e+00
1.308398400e+03	   1.272187100e+00
1.308984400e+03	   1.294319200e+00
1.309570300e+03	   1.178653700e+00
1.310156300e+03	   1.238266800e+00
1.310742200e+03	   1.289524700e+00
1.311328100e+03	   1.293004200e+00
1.311914100e+03	   1.322798500e+00
1.312500000e+03	   1.367064400e+00
1.313085900e+03	   1.254260300e+00
1.313671900e+03	   1.234398600e+00
1.314257800e+03	   1.233391200e+00
1.314843800e+03	   1.196192500e+00
1.315429700e+03	   1.304352400e+00
1.316015600e+03	   1.345892800e+00
1.316601600e+03	   1.365822300e+00
1.317187500e+03	   1.380186000e+00
1.317773400e+03	   1.348347100e+00
1.318359400e+03	   1.325671200e+00
1.318945300e+03	   1.434089500e+00
1.319531300e+03	   1.475221400e+00
1.320117200e+03	   1.463577500e+00
1.320703100e+03	   1.419857400e+00
1.321289100e+03	   1.419838500e+00
1.321875000e+03	   1.466648800e+00
1.322460900e+03	   1.398243100e+00
1.323046900e+03	   1.451158400e+00
1.323632800e+03	   1.418532000e+00
1.324218800e+03	   1.434919200e+00
1.324804700e+03	   1.355981500e+00
1.325390600e+03	   1.385142100e+00
1.325976600e+03	   1.442317400e+00
1.326562500e+03	   1.435723900e+00
1.327148400e+03	   1.345326100e+00
1.327734400e+03	   1.387472300e+00
1.328320300e+03	   1.324870300e+00
1.328906300e+03	   1.294546400e+00
1.329492200e+03	   1.364502700e+00
1.330078100e+03	   1.329199000e+00
1.330664100e+03	   1.328333500e+00
1.331250000e+03	   1.292523900e+00
1.331835900e+03	   1.282423100e+00
1.332421900e+03	   1.257287500e+00
1.333007800e+03	   1.252785000e+00
1.333593800e+03	   1.314768100e+00
1.334179700e+03	   1.292921400e+00
1.334765600e+03	   1.231200700e+00
1.335351600e+03	   1.206748500e+00
1.335937500e+03	   1.127637500e+00
1.336523400e+03	   1.123415400e+00
1.337109400e+03	   1.140860700e+00
1.337695300e+03	   1.214522100e+00
1.338281300e+03	   1.271662400e+00
1.338867200e+03	   1.224447000e+00
1.339453100e+03	   1.230251600e+00
1.340039100e+03	   1.241123600e+00
1.340625000e+03	   1.229171400e+00
1.341210900e+03	   1.213103200e+00
1.341796900e+03	   1.270856900e+00
1.342382800e+03	   1.289348400e+00
1.342968800e+03	   1.263350600e+00
1.343554700e+03	   1.237358800e+00
1.344140600e+03	   1.167583900e+00
1.344726600e+03	   1.124302700e+00
1.345312500e+03	   1.187974700e+00
1.345898400e+03	   1.208626500e+00
1.346484400e+03	   1.197287600e+00
1.347070300e+03	   1.155831300e+00
1.347656300e+03	   1.203537000e+00
1.348242200e+03	   1.163785200e+00
1.348828100e+03	   1.170896200e+00
1.349414100e+03	   1.219865800e+00
1.350000000e+03	   1.243736600e+00
1.350585900e+03	   1.225244000e+00
1.351171900e+03	   1.155418000e+00
1.351757800e+03	   1.066258300e+00
1.352343800e+03	   1.119990300e+00
1.352929700e+03	   1.124719000e+00
1.353515600e+03	   1.111126100e+00
1.354101600e+03	   1.092427600e+00
1.354687500e+03	   1.072689700e+00
1.355273400e+03	   1.116250600e+00
1.355859400e+03	   1.156089700e+00
1.356445300e+03	   1.101852900e+00
1.357031300e+03	   1.035434400e+00
1.357617200e+03	   9.674648000e-01
1.358203100e+03	   1.021367100e+00
1.358789100e+03	   1.001049600e+00
1.359375000e+03	   9.730929700e-01
1.359960900e+03	   9.572985200e-01
1.360546900e+03	   9.925964500e-01
1.361132800e+03	   9.703349500e-01
1.361718800e+03	   9.786378100e-01
1.362304700e+03	   9.781674100e-01
1.362890600e+03	   9.617979500e-01
1.363476600e+03	   9.508642600e-01
1.364062500e+03	   8.743206300e-01
1.364648400e+03	   8.823487800e-01
1.365234400e+03	   8.902053200e-01
1.365820300e+03	   9.270984500e-01
1.366406300e+03	   9.167050100e-01
1.366992200e+03	   8.671064400e-01
1.367578100e+03	   8.733313700e-01
1.368164100e+03	   8.889646500e-01
1.368750000e+03	   8.773182600e-01
1.369335900e+03	   9.224120400e-01
1.369921900e+03	   9.367387900e-01
1.370507800e+03	   8.930515100e-01
1.371093800e+03	   8.974274400e-01
1.371679700e+03	   9.402439000e-01
1.372265600e+03	   1.001295100e+00
1.372851600e+03	   9.351137900e-01
1.373437500e+03	   8.954647800e-01
1.374023400e+03	   8.647646900e-01
1.374609400e+03	   8.683177200e-01
1.375195300e+03	   8.738354400e-01
1.375781300e+03	   9.044224000e-01
1.376367200e+03	   8.666584500e-01
1.376953100e+03	   8.457263100e-01
1.377539100e+03	   8.365640000e-01
1.378125000e+03	   8.544905800e-01
1.378710900e+03	   8.616106500e-01
1.379296900e+03	   8.490127900e-01
1.379882800e+03	   8.409076900e-01
1.380468800e+03	   8.421491400e-01
1.381054700e+03	   8.732564400e-01
1.381640600e+03	   8.931894900e-01
1.382226600e+03	   9.158704300e-01
1.382812500e+03	   9.240886600e-01
1.383398400e+03	   8.881782300e-01
1.383984400e+03	   8.980262900e-01
1.384570300e+03	   8.688188200e-01
1.385156300e+03	   9.599160600e-01
1.385742200e+03	   8.754969200e-01
1.386328100e+03	   9.122913500e-01
1.386914100e+03	   9.178020400e-01
1.387500000e+03	   9.317984600e-01
1.388085900e+03	   8.062881200e-01
1.388671900e+03	   8.364989800e-01
1.389257800e+03	   9.058250200e-01
1.389843800e+03	   8.564854300e-01
1.390429700e+03	   8.415671600e-01
1.391015600e+03	   8.174997600e-01
1.391601600e+03	   8.433556000e-01
1.392187500e+03	   8.541863000e-01
1.392773400e+03	   8.604431700e-01
1.393359400e+03	   8.993551700e-01
1.393945300e+03	   7.967146600e-01
1.394531300e+03	   8.034719800e-01
1.395117200e+03	   8.529077800e-01
1.395703100e+03	   8.413975200e-01
1.396289100e+03	   7.772578600e-01
1.396875000e+03	   7.678999900e-01
1.397460900e+03	   8.332341300e-01
1.398046900e+03	   8.360056900e-01
1.398632800e+03	   8.491654400e-01
1.399218800e+03	   7.732812200e-01
1.399804700e+03	   7.872841400e-01
1.400390600e+03	   8.083632000e-01
1.400976600e+03	   8.062203500e-01
1.401562500e+03	   8.185505900e-01
1.402148400e+03	   7.444661900e-01
1.402734400e+03	   7.206175300e-01
1.403320300e+03	   7.499567300e-01
1.403906300e+03	   7.390933600e-01
1.404492200e+03	   7.667556400e-01
1.405078100e+03	   7.598415600e-01
1.405664100e+03	   6.839275400e-01
1.406250000e+03	   6.343871400e-01
1.406835900e+03	   6.807866700e-01
1.407421900e+03	   7.032778300e-01
1.408007800e+03	   6.927404400e-01
1.408593800e+03	   6.800449500e-01
1.409179700e+03	   7.022715200e-01
1.409765600e+03	   6.897853000e-01
1.410351600e+03	   6.426688400e-01
1.410937500e+03	   6.414040900e-01
1.411523400e+03	   6.537528600e-01
1.412109400e+03	   6.401289100e-01
1.412695300e+03	   6.606543700e-01
1.413281300e+03	   6.395666600e-01
1.413867200e+03	   6.679198100e-01
1.414453100e+03	   5.942146200e-01
1.415039100e+03	   5.358740100e-01
1.415625000e+03	   5.585691900e-01
1.416210900e+03	   5.810956400e-01
1.416796900e+03	   5.807541600e-01
1.417382800e+03	   5.480693000e-01
1.417968800e+03	   5.254614900e-01
1.418554700e+03	   5.394785400e-01
1.419140600e+03	   5.141888900e-01
1.419726600e+03	   5.120331000e-01
1.420312500e+03	   5.396099100e-01
1.420898400e+03	   5.341525700e-01
1.421484400e+03	   5.435806500e-01
1.422070300e+03	   5.080363800e-01
1.422656300e+03	   4.971402900e-01
1.423242200e+03	   5.386189200e-01
1.423828100e+03	   5.396227200e-01
1.424414100e+03	   5.413532900e-01
1.425000000e+03	   5.659588600e-01
1.425585900e+03	   5.345459000e-01
1.426171900e+03	   4.992393300e-01
1.426757800e+03	   5.035293700e-01
1.427343800e+03	   5.448669800e-01
1.427929700e+03	   5.198577000e-01
1.428515600e+03	   4.843849200e-01
1.429101600e+03	   5.008912100e-01
1.429687500e+03	   5.265221000e-01
1.430273400e+03	   5.370920300e-01
1.430859400e+03	   4.520188600e-01
1.431445300e+03	   4.868086300e-01
1.432031300e+03	   5.272788400e-01
1.432617200e+03	   5.235593900e-01
1.433203100e+03	   4.854730100e-01
1.433789100e+03	   4.996649900e-01
1.434375000e+03	   5.105895400e-01
1.434960900e+03	   5.177685600e-01
1.435546900e+03	   5.151169900e-01
1.436132800e+03	   5.239875900e-01
1.436718800e+03	   4.955261300e-01
1.437304700e+03	   4.887826100e-01
1.437890600e+03	   5.398132200e-01
1.438476600e+03	   5.261684100e-01
1.439062500e+03	   4.908447900e-01
1.439648400e+03	   5.404494400e-01
1.440234400e+03	   5.301825400e-01
1.440820300e+03	   5.668433900e-01
1.441406300e+03	   5.805845900e-01
1.441992200e+03	   5.464524000e-01
1.442578100e+03	   5.648242200e-01
1.443164100e+03	   5.367351800e-01
1.443750000e+03	   4.909604800e-01
1.444335900e+03	   5.328882300e-01
1.444921900e+03	   5.680498500e-01
1.445507800e+03	   4.668537400e-01
1.446093800e+03	   5.144572900e-01
1.446679700e+03	   5.640343400e-01
1.447265600e+03	   6.227370500e-01
1.447851600e+03	   6.155380000e-01
1.448437500e+03	   6.523945300e-01
1.449023400e+03	   5.947306200e-01
1.449609400e+03	   5.619178400e-01
1.450195300e+03	   5.862882700e-01
1.450781300e+03	   6.286559100e-01
1.451367200e+03	   6.183035400e-01
1.451953100e+03	   5.575814800e-01
1.452539100e+03	   5.341286700e-01
1.453125000e+03	   5.174641000e-01
1.453710900e+03	   5.595798500e-01
1.454296900e+03	   5.700367100e-01
1.454882800e+03	   5.807969600e-01
1.455468800e+03	   5.708457800e-01
1.456054700e+03	   5.427532800e-01
1.456640600e+03	   5.142848500e-01
1.457226600e+03	   5.820513400e-01
1.457812500e+03	   6.045155500e-01
1.458398400e+03	   5.495953000e-01
1.458984400e+03	   5.362448100e-01
1.459570300e+03	   5.739949900e-01
1.460156300e+03	   5.927103800e-01
1.460742200e+03	   6.102771200e-01
1.461328100e+03	   6.169616600e-01
1.461914100e+03	   6.229538300e-01
1.462500000e+03	   6.403735300e-01
1.463085900e+03	   5.769206900e-01
1.463671900e+03	   5.576640400e-01
1.464257800e+03	   5.870749400e-01
1.464843800e+03	   6.335089800e-01
1.465429700e+03	   6.945354900e-01
1.466015600e+03	   6.124969700e-01
1.466601600e+03	   6.405140800e-01
1.467187500e+03	   6.354274200e-01
1.467773400e+03	   5.963876800e-01
1.468359400e+03	   5.384329000e-01
1.468945300e+03	   5.770031800e-01
1.469531300e+03	   6.262136700e-01
1.470117200e+03	   6.261082300e-01
1.470703100e+03	   6.656667000e-01
1.471289100e+03	   6.551293100e-01
1.471875000e+03	   6.250906000e-01
1.472460900e+03	   6.321107700e-01
1.473046900e+03	   6.400638200e-01
1.473632800e+03	   6.191639300e-01
1.474218800e+03	   6.403870600e-01
1.474804700e+03	   7.240608900e-01
1.475390600e+03	   6.930844200e-01
1.475976600e+03	   6.186727300e-01
1.476562500e+03	   5.900228000e-01
1.477148400e+03	   7.189056900e-01
1.477734400e+03	   7.521168600e-01
1.478320300e+03	   6.984288100e-01
1.478906300e+03	   6.522251400e-01
1.479492200e+03	   7.166516200e-01
1.480078100e+03	   7.922660700e-01
1.480664100e+03	   7.697150100e-01
1.481250000e+03	   7.106564600e-01
1.481835900e+03	   7.356631800e-01
1.482421900e+03	   7.112625200e-01
1.483007800e+03	   8.217418200e-01
1.483593800e+03	   8.580053400e-01
1.484179700e+03	   7.258202400e-01
1.484765600e+03	   7.452260900e-01
1.485351600e+03	   7.844932100e-01
1.485937500e+03	   7.259219300e-01
1.486523400e+03	   7.174572300e-01
1.487109400e+03	   7.741600900e-01
1.487695300e+03	   7.489559100e-01
1.488281300e+03	   6.560196900e-01
1.488867200e+03	   7.023585400e-01
1.489453100e+03	   7.811664900e-01
1.490039100e+03	   8.047340500e-01
1.490625000e+03	   7.316972600e-01
1.491210900e+03	   7.277006500e-01
1.491796900e+03	   7.296839400e-01
1.492382800e+03	   7.668916600e-01
1.492968800e+03	   7.579971000e-01
1.493554700e+03	   7.659235600e-01
1.494140600e+03	   7.285904300e-01
1.494726600e+03	   8.245068800e-01
1.495312500e+03	   8.488516800e-01
1.495898400e+03	   8.305596100e-01
1.496484400e+03	   8.934700500e-01
1.497070300e+03	   9.644911900e-01
1.497656300e+03	   8.712959300e-01
1.498242200e+03	   9.346011300e-01
1.498828100e+03	   8.306247000e-01
1.499414100e+03	   8.210675100e-01
1.500000000e+03	   8.395537700e-01
1.500585900e+03	   8.076904400e-01
1.501171900e+03	   8.148219000e-01
1.501757800e+03	   8.549962600e-01
1.502343800e+03	   8.954065400e-01
1.502929700e+03	   9.413512300e-01
1.503515600e+03	   9.101021300e-01
1.504101600e+03	   8.528716000e-01
1.504687500e+03	   7.884610300e-01
1.505273400e+03	   8.847193700e-01
1.505859400e+03	   9.010813800e-01
1.506445300e+03	   9.631568800e-01
1.507031300e+03	   9.766969100e-01
1.507617200e+03	   9.330967700e-01
1.508203100e+03	   8.885639900e-01
1.508789100e+03	   8.557592600e-01
1.509375000e+03	   8.623758000e-01
1.509960900e+03	   7.895966800e-01
1.510546900e+03	   8.886739000e-01
1.511132800e+03	   9.247513400e-01
1.511718800e+03	   8.582025200e-01
1.512304700e+03	   8.563866600e-01
1.512890600e+03	   9.680666300e-01
1.513476600e+03	   9.453492800e-01
1.514062500e+03	   8.986244200e-01
1.514648400e+03	   8.971501600e-01
1.515234400e+03	   8.281337600e-01
1.515820300e+03	   8.350080300e-01
1.516406300e+03	   8.208398200e-01
1.516992200e+03	   8.040260700e-01
1.517578100e+03	   9.002148500e-01
1.518164100e+03	   9.706432800e-01
1.518750000e+03	   1.013594000e+00
1.519335900e+03	   9.280489700e-01
1.519921900e+03	   7.764841900e-01
1.520507800e+03	   8.370900800e-01
1.521093800e+03	   9.013747600e-01
1.521679700e+03	   9.486053000e-01
1.522265600e+03	   8.684735300e-01
1.522851600e+03	   8.365303300e-01
1.523437500e+03	   8.657229500e-01
1.524023400e+03	   8.621634200e-01
1.524609400e+03	   8.037596300e-01
1.525195300e+03	   7.416185700e-01
1.525781300e+03	   8.065635000e-01
1.526367200e+03	   8.239047500e-01
1.526953100e+03	   8.427454200e-01
1.527539100e+03	   8.398749200e-01
1.528125000e+03	   8.145380000e-01
1.528710900e+03	   8.466675900e-01
1.529296900e+03	   8.888717300e-01
1.529882800e+03	   8.293132200e-01
1.530468800e+03	   8.208502500e-01
1.531054700e+03	   7.662074600e-01
1.531640600e+03	   7.474020700e-01
1.532226600e+03	   8.084319800e-01
1.532812500e+03	   8.500412100e-01
1.533398400e+03	   7.885389300e-01
1.533984400e+03	   7.842342300e-01
1.534570300e+03	   9.249517900e-01
1.535156300e+03	   8.793328400e-01
1.535742200e+03	   7.594968100e-01
1.536328100e+03	   8.289734700e-01
1.536914100e+03	   8.001634500e-01
1.537500000e+03	   7.922989700e-01
1.538085900e+03	   8.070280000e-01
1.538671900e+03	   8.836886900e-01
1.539257800e+03	   7.847273300e-01
1.539843800e+03	   8.023775800e-01
1.540429700e+03	   8.505179300e-01
1.541015600e+03	   8.423424400e-01
1.541601600e+03	   7.601254600e-01
1.542187500e+03	   7.041316000e-01
1.542773400e+03	   7.627513400e-01
1.543359400e+03	   8.274390100e-01
1.543945300e+03	   7.469283900e-01
1.544531300e+03	   6.907094100e-01
1.545117200e+03	   6.777598300e-01
1.545703100e+03	   6.386124500e-01
1.546289100e+03	   6.106469000e-01
1.546875000e+03	   7.098330300e-01
1.547460900e+03	   7.095491900e-01
1.548046900e+03	   7.219503500e-01
1.548632800e+03	   6.774645400e-01
1.549218800e+03	   7.716823200e-01
1.549804700e+03	   6.813469500e-01
1.550390600e+03	   6.716660900e-01
1.550976600e+03	   6.508510100e-01
1.551562500e+03	   6.629177900e-01
1.552148400e+03	   6.702681800e-01
1.552734400e+03	   6.411290200e-01
1.553320300e+03	   6.309151600e-01
1.553906300e+03	   5.975407400e-01
1.554492200e+03	   5.897947000e-01
1.555078100e+03	   6.230570700e-01
1.555664100e+03	   5.850584500e-01
1.556250000e+03	   6.376479900e-01
1.556835900e+03	   6.224335400e-01
1.557421900e+03	   6.929275400e-01
1.558007800e+03	   6.786665900e-01
1.558593800e+03	   6.478466400e-01
1.559179700e+03	   6.316299400e-01
1.559765600e+03	   6.231074900e-01
1.560351600e+03	   6.336582300e-01
1.560937500e+03	   6.173002700e-01
1.561523400e+03	   5.617591100e-01
1.562109400e+03	   5.486919900e-01
1.562695300e+03	   5.358943900e-01
1.563281300e+03	   5.380309200e-01
1.563867200e+03	   5.443210000e-01
1.564453100e+03	   5.240383700e-01
1.565039100e+03	   4.738421700e-01
1.565625000e+03	   5.146160100e-01
1.566210900e+03	   5.552412900e-01
1.566796900e+03	   5.934951900e-01
1.567382800e+03	   6.358053700e-01
1.567968800e+03	   6.237116500e-01
1.568554700e+03	   6.100379200e-01
1.569140600e+03	   5.576759600e-01
1.569726600e+03	   5.708089500e-01
1.570312500e+03	   6.120984600e-01
1.570898400e+03	   6.095249700e-01
1.571484400e+03	   5.649849800e-01
1.572070300e+03	   5.830920300e-01
1.572656300e+03	   5.689283000e-01
1.573242200e+03	   5.471012000e-01
1.573828100e+03	   5.843997600e-01
1.574414100e+03	   5.742228600e-01
1.575000000e+03	   5.229179900e-01
1.575585900e+03	   5.526672000e-01
1.576171900e+03	   5.092329400e-01
1.576757800e+03	   5.497295300e-01
1.577343800e+03	   5.895944800e-01
1.577929700e+03	   5.825213200e-01
1.578515600e+03	   6.072735800e-01
1.579101600e+03	   6.653622400e-01
1.579687500e+03	   6.655419500e-01
1.580273400e+03	   6.823282200e-01
1.580859400e+03	   6.664332700e-01
1.581445300e+03	   6.306532000e-01
1.582031300e+03	   6.480061400e-01
1.582617200e+03	   6.827781200e-01
1.583203100e+03	   7.236297100e-01
1.583789100e+03	   7.442691300e-01
1.584375000e+03	   7.179607200e-01
1.584960900e+03	   7.020868700e-01
1.585546900e+03	   6.468274600e-01
1.586132800e+03	   6.798571900e-01
1.586718800e+03	   6.979363000e-01
1.587304700e+03	   6.988633900e-01
1.587890600e+03	   7.490674900e-01
1.588476600e+03	   7.095664700e-01
1.589062500e+03	   7.634561100e-01
1.589648400e+03	   7.988941700e-01
1.590234400e+03	   7.649812100e-01
1.590820300e+03	   7.729633500e-01
1.591406300e+03	   7.803293500e-01
1.591992200e+03	   8.807638300e-01
1.592578100e+03	   8.714203800e-01
1.593164100e+03	   8.718270700e-01
1.593750000e+03	   8.733746400e-01
1.594335900e+03	   9.191979200e-01
1.594921900e+03	   9.376896000e-01
1.595507800e+03	   9.026928500e-01
1.596093800e+03	   9.041021500e-01
1.596679700e+03	   8.757155500e-01
1.597265600e+03	   9.693083200e-01
1.597851600e+03	   9.734819500e-01
1.598437500e+03	   9.932701000e-01
1.599023400e+03	   1.001650100e+00
1.599609400e+03	   8.993349700e-01
1.600195300e+03	   8.741055700e-01
1.600781300e+03	   9.224984600e-01
1.601367200e+03	   9.713986500e-01
1.601953100e+03	   9.561131000e-01
1.602539100e+03	   9.687780100e-01
1.603125000e+03	   9.444463300e-01
1.603710900e+03	   9.892394500e-01
1.604296900e+03	   9.835518000e-01
1.604882800e+03	   9.494429800e-01
1.605468800e+03	   1.010518200e+00
1.606054700e+03	   1.078152500e+00
1.606640600e+03	   1.033628100e+00
1.607226600e+03	   1.026267800e+00
1.607812500e+03	   9.476138900e-01
1.608398400e+03	   9.958459700e-01
1.608984400e+03	   9.935386800e-01
1.609570300e+03	   9.308155200e-01
1.610156300e+03	   9.024726200e-01
1.610742200e+03	   9.394722600e-01
1.611328100e+03	   9.411822000e-01
1.611914100e+03	   9.706727300e-01
1.612500000e+03	   1.044538600e+00
1.613085900e+03	   1.081550800e+00
1.613671900e+03	   1.015704800e+00
1.614257800e+03	   8.940486300e-01
1.614843800e+03	   9.597523200e-01
1.615429700e+03	   1.004779600e+00
1.616015600e+03	   9.957925100e-01
1.616601600e+03	   9.950223000e-01
1.617187500e+03	   9.521940400e-01
1.617773400e+03	   9.256735400e-01
1.618359400e+03	   1.008274200e+00
1.618945300e+03	   1.010505900e+00
1.619531300e+03	   9.655380200e-01
1.620117200e+03	   9.619533400e-01
1.620703100e+03	   9.855369300e-01
1.621289100e+03	   9.982748600e-01
1.621875000e+03	   9.424875400e-01
1.622460900e+03	   9.403134600e-01
1.623046900e+03	   9.160949000e-01
1.623632800e+03	   8.810188200e-01
1.624218800e+03	   8.406195600e-01
1.624804700e+03	   8.469546400e-01
1.625390600e+03	   8.674369500e-01
1.625976600e+03	   8.948243900e-01
1.626562500e+03	   8.734536800e-01
1.627148400e+03	   9.235242000e-01
1.627734400e+03	   8.810531500e-01
1.628320300e+03	   8.536439500e-01
1.628906300e+03	   8.129921000e-01
1.629492200e+03	   8.669512300e-01
1.630078100e+03	   8.777374600e-01
1.630664100e+03	   8.218450000e-01
1.631250000e+03	   8.238652300e-01
1.631835900e+03	   8.888152800e-01
1.632421900e+03	   9.750232100e-01
1.633007800e+03	   9.023721200e-01
1.633593800e+03	   8.391752200e-01
1.634179700e+03	   8.004556900e-01
1.634765600e+03	   7.635636900e-01
1.635351600e+03	   8.610752800e-01
1.635937500e+03	   7.053690000e-01
1.636523400e+03	   7.197688200e-01
1.637109400e+03	   8.345618200e-01
1.637695300e+03	   8.414903300e-01
1.638281300e+03	   7.714394900e-01
1.638867200e+03	   8.170830600e-01
1.639453100e+03	   8.246182200e-01
1.640039100e+03	   7.918261900e-01
1.640625000e+03	   7.986400700e-01
1.641210900e+03	   8.554191000e-01
1.641796900e+03	   8.520690200e-01
1.642382800e+03	   8.193590000e-01
1.642968800e+03	   8.132841600e-01
1.643554700e+03	   8.126607500e-01
1.644140600e+03	   8.262428600e-01
1.644726600e+03	   8.149113100e-01
1.645312500e+03	   8.117669200e-01
1.645898400e+03	   7.701616300e-01
1.646484400e+03	   7.561250300e-01
1.647070300e+03	   8.815049500e-01
1.647656300e+03	   8.556490500e-01
1.648242200e+03	   7.177704000e-01
1.648828100e+03	   7.072157900e-01
1.649414100e+03	   7.410861800e-01
1.650000000e+03	   7.811992800e-01
1.650585900e+03	   7.937147000e-01
1.651171900e+03	   7.720642100e-01
1.651757800e+03	   8.250014200e-01
1.652343800e+03	   8.130585000e-01
1.652929700e+03	   8.050364900e-01
1.653515600e+03	   7.959317600e-01
1.654101600e+03	   7.663672600e-01
1.654687500e+03	   7.222890300e-01
1.655273400e+03	   7.792486500e-01
1.655859400e+03	   7.446771900e-01
1.656445300e+03	   8.308970300e-01
1.657031300e+03	   7.877906600e-01
1.657617200e+03	   7.243906900e-01
1.658203100e+03	   8.286113700e-01
1.658789100e+03	   8.396722700e-01
1.659375000e+03	   8.161860100e-01
1.659960900e+03	   8.310471200e-01
1.660546900e+03	   7.610608900e-01
1.661132800e+03	   7.647110800e-01
1.661718800e+03	   8.667765900e-01
1.662304700e+03	   9.367387300e-01
1.662890600e+03	   9.095101400e-01
1.663476600e+03	   8.880436400e-01
1.664062500e+03	   9.321282500e-01
1.664648400e+03	   8.581683000e-01
1.665234400e+03	   9.762868300e-01
1.665820300e+03	   1.073587500e+00
1.666406300e+03	   9.638789300e-01
1.666992200e+03	   1.029492500e+00
1.667578100e+03	   1.054440300e+00
1.668164100e+03	   1.050709500e+00
1.668750000e+03	   1.012544400e+00
1.669335900e+03	   1.006838600e+00
1.669921900e+03	   1.074969400e+00
1.670507800e+03	   1.075855300e+00
1.671093800e+03	   1.089956400e+00
1.671679700e+03	   1.063911400e+00
1.672265600e+03	   9.854491900e-01
1.672851600e+03	   1.040025500e+00
1.673437500e+03	   1.068983200e+00
1.674023400e+03	   1.016566200e+00
1.674609400e+03	   9.623560300e-01
1.675195300e+03	   1.031743800e+00
1.675781300e+03	   1.038705600e+00
1.676367200e+03	   1.060360000e+00
1.676953100e+03	   1.070997400e+00
1.677539100e+03	   1.098810900e+00
1.678125000e+03	   1.083688500e+00
1.678710900e+03	   9.877725800e-01
1.679296900e+03	   1.043451500e+00
1.679882800e+03	   1.058471200e+00
1.680468800e+03	   1.020088400e+00
1.681054700e+03	   1.058388100e+00
1.681640600e+03	   1.068509000e+00
1.682226600e+03	   1.052457600e+00
1.682812500e+03	   1.016028500e+00
1.683398400e+03	   9.735319600e-01
1.683984400e+03	   9.979128200e-01
1.684570300e+03	   9.697568400e-01
1.685156300e+03	   1.025829900e+00
1.685742200e+03	   9.878866700e-01
1.686328100e+03	   9.267150200e-01
1.686914100e+03	   9.806082800e-01
1.687500000e+03	   9.154459200e-01
1.688085900e+03	   8.551134500e-01
1.688671900e+03	   8.999207000e-01
1.689257800e+03	   9.277997600e-01
1.689843800e+03	   9.504349800e-01
1.690429700e+03	   9.164987800e-01
1.691015600e+03	   9.329348200e-01
1.691601600e+03	   9.164449600e-01
1.692187500e+03	   8.464809100e-01
1.692773400e+03	   8.784953400e-01
1.693359400e+03	   9.012035100e-01
1.693945300e+03	   8.213099800e-01
1.694531300e+03	   8.808914400e-01
1.695117200e+03	   8.619588600e-01
1.695703100e+03	   8.285198200e-01
1.696289100e+03	   8.297811700e-01
1.696875000e+03	   8.323637200e-01
1.697460900e+03	   7.808644800e-01
1.698046900e+03	   7.641822700e-01
1.698632800e+03	   7.609149800e-01
1.699218800e+03	   7.309933900e-01
1.699804700e+03	   7.110871100e-01
1.700390600e+03	   6.688497700e-01
1.700976600e+03	   6.751607700e-01
1.701562500e+03	   7.426434800e-01
1.702148400e+03	   7.202397000e-01
1.702734400e+03	   7.230846900e-01
1.703320300e+03	   6.522678100e-01
1.703906300e+03	   6.485706600e-01
1.704492200e+03	   6.983961500e-01
1.705078100e+03	   6.515168000e-01
1.705664100e+03	   6.422649000e-01
1.706250000e+03	   6.410442000e-01
1.706835900e+03	   6.150035900e-01
1.707421900e+03	   6.199664500e-01
1.708007800e+03	   6.171271800e-01
1.708593800e+03	   6.237932400e-01
1.709179700e+03	   6.170465900e-01
1.709765600e+03	   5.855904200e-01
1.710351600e+03	   5.661332600e-01
1.710937500e+03	   5.181778700e-01
1.711523400e+03	   5.106908100e-01
1.712109400e+03	   5.301429600e-01
1.712695300e+03	   5.366957800e-01
1.713281300e+03	   5.372906900e-01
1.713867200e+03	   5.299560400e-01
1.714453100e+03	   4.991728700e-01
1.715039100e+03	   5.102124800e-01
1.715625000e+03	   4.801305800e-01
1.716210900e+03	   4.402579100e-01
1.716796900e+03	   4.449941200e-01
1.717382800e+03	   4.421871000e-01
1.717968800e+03	   4.307216100e-01
1.718554700e+03	   4.647191500e-01
1.719140600e+03	   4.145034800e-01
1.719726600e+03	   4.044624600e-01
