Time (s)		Acceleration (g)	
1.243750e-001	1.236763e+001			
1.245313e-001	1.395262e+001			
1.246875e-001	1.449792e+001			
1.248438e-001	1.665510e+001			
1.250000e-001	-1.005370e+000			
1.251563e-001	-7.501983e+000			
1.253125e-001	-1.493423e+001			
1.254687e-001	-5.423787e+000			
1.256250e-001	-1.404289e+001			
1.257813e-001	-1.004769e+001			
1.259375e-001	-1.112676e+001			
1.260938e-001	-2.197866e+000			
1.262500e-001	8.110414e+000			
1.264063e-001	1.215122e+001			
1.265625e-001	-6.581954e+000			
1.267187e-001	-5.971003e+000			
1.268750e-001	4.436542e+000			
1.270313e-001	-2.862471e+000			
1.271875e-001	-4.235132e+000			
1.273438e-001	-3.425291e+000			
1.275000e-001	4.975595e+000			
1.276563e-001	-1.961047e+000			
1.278125e-001	-1.048808e+001			
1.279687e-001	-8.890728e+000			
1.281250e-001	-2.523267e+000			
1.282813e-001	-4.346159e+000			
1.284375e-001	-5.588588e-001			
1.285938e-001	2.404917e+000			
1.287500e-001	4.996001e+000			
1.289063e-001	9.845085e+000			
1.290625e-001	1.122867e+001			
1.292187e-001	9.920583e+000			
1.293750e-001	1.183914e+001			
1.295313e-001	5.755429e-001			
1.296875e-001	3.012028e+000			
1.298438e-001	-7.571360e+000			
1.300000e-001	-1.251803e+001			
1.301563e-001	-1.641264e+001			
1.303125e-001	-1.650650e+001			
1.304687e-001	-1.055698e+001			
1.306250e-001	5.655324e+000			
1.307813e-001	6.424835e+000			
1.309375e-001	1.425834e+001			
1.310938e-001	2.500845e+001			
1.312500e-001	1.180409e+001			
1.314063e-001	1.461483e+000			
1.315625e-001	1.384664e+000			
1.317188e-001	9.212167e+000			
1.318750e-001	1.538986e+001			
1.320312e-001	1.948408e+001			
1.321875e-001	8.469543e+000			
1.323438e-001	2.191384e+000			
1.325000e-001	1.406629e+000			
1.326563e-001	-2.767887e+000			
1.328125e-001	-6.002450e+000			
1.329688e-001	-6.678219e+000			
1.331250e-001	-8.745731e+000			
1.332812e-001	-4.431140e+000			
1.334375e-001	-9.625910e+000			
1.335938e-001	-6.679419e+000			
1.337500e-001	2.253920e+000			
1.339063e-001	1.780858e+001			
1.340625e-001	1.882968e+001			
1.342188e-001	1.439914e+001			
1.343750e-001	5.632518e+000			
1.345312e-001	-4.039123e+000			
1.346875e-001	-1.793737e+001			
1.348438e-001	-2.221968e+001			
1.350000e-001	-1.730074e+001			
1.351563e-001	-7.472576e+000			
1.353125e-001	-7.402118e+000			
1.354688e-001	-9.966315e+000			
1.356250e-001	-2.063024e+001			
1.357812e-001	-7.658982e+000			
1.359375e-001	-3.705560e+000			
1.360938e-001	5.328843e+000			
1.362500e-001	1.272640e+001			
1.364063e-001	2.129749e+001			
1.365625e-001	1.947556e+001			
1.367188e-001	2.468773e+001			
1.368750e-001	1.695649e+001			
1.370312e-001	1.725801e+001			
1.371875e-001	8.896249e+000			
1.373438e-001	4.599782e+000			
1.375000e-001	3.608336e+000			
1.376563e-001	6.269637e+000			
1.378125e-001	-2.822741e+000			
1.379688e-001	-8.143302e+000			
1.381250e-001	-1.359278e+001			
1.382812e-001	-1.305588e+001			
1.384375e-001	-8.932738e+000			
1.385938e-001	-6.015894e+000			
1.387500e-001	-1.878706e+000			
1.389063e-001	1.212421e+000			
1.390625e-001	7.438007e+000			
1.392188e-001	1.393678e+001			
1.393750e-001	-1.964408e+000			
1.395313e-001	-7.115727e+000			
1.396875e-001	-4.157233e+000			
1.398438e-001	3.267812e+000			
1.400000e-001	-2.669223e+000			
1.401563e-001	-8.419611e+000			
1.403125e-001	-2.381187e+001			
1.404688e-001	-1.777197e+001			
1.406250e-001	-4.183279e+000			
1.407813e-001	2.254880e+000			
1.409375e-001	1.106435e+001			
1.410937e-001	2.607684e+001			
1.412500e-001	2.805144e+001			
1.414063e-001	1.306356e+001			
1.415625e-001	6.217184e+000			
1.417188e-001	5.729623e+000			
1.418750e-001	4.831920e+000			
1.420313e-001	1.419713e+000			
1.421875e-001	5.088183e+000			
1.423437e-001	-4.072371e+000			
1.425000e-001	-8.813189e+000			
1.426563e-001	-5.072460e+000			
1.428125e-001	-1.531100e+000			
1.429688e-001	-1.431283e+001			
1.431250e-001	-1.826770e+001			
1.432813e-001	-2.657004e+001			
1.434375e-001	-2.131813e+001			
1.435937e-001	-1.672951e+001			
1.437500e-001	-2.959455e+000			
1.439063e-001	2.892718e-002			
1.440625e-001	5.132834e+000			
1.442188e-001	-2.311414e+000			
1.443750e-001	6.426156e+000			
1.445313e-001	6.544025e+000			
1.446875e-001	1.402080e+001			
1.448437e-001	5.062977e+000			
1.450000e-001	1.005202e+001			
1.451563e-001	5.008244e+000			
1.453125e-001	-8.394885e-001			
1.454688e-001	-1.060379e+001			
1.456250e-001	-6.654573e+000			
1.457813e-001	-1.103434e+000			
1.459375e-001	5.444312e+000			
1.460937e-001	1.819772e+000			
1.462500e-001	1.085394e+001			
1.464063e-001	8.247848e+000			
1.465625e-001	3.282215e+000			
1.467188e-001	-2.051309e-001			
1.468750e-001	7.341383e+000			
1.470313e-001	1.302635e+001			
1.471875e-001	7.657782e+000			
1.473438e-001	4.632550e+000			
1.475000e-001	4.949429e+000			
1.476563e-001	-3.954742e+000			
1.478125e-001	-1.013856e+001			
1.479688e-001	-2.359558e+001			
1.481250e-001	-2.578456e+001			
1.482813e-001	-2.048153e+001			
1.484375e-001	-8.597975e+000			
1.485938e-001	-8.488508e+000			
1.487500e-001	-1.371461e+000			
1.489062e-001	-1.036938e+000			
1.490625e-001	6.472607e+000			
1.492188e-001	3.010348e+000			
1.493750e-001	7.552756e+000			
1.495313e-001	-6.922119e-001			
1.496875e-001	4.820277e+000			
1.498438e-001	6.279239e+000			
1.500000e-001	4.393331e+000			
1.501562e-001	-1.587154e+000			
1.503125e-001	-1.221387e+001			
1.504688e-001	-1.636498e+001			
1.506250e-001	-1.487853e+001			
1.507813e-001	-8.517915e+000			
1.509375e-001	-9.908701e+000			
1.510938e-001	-8.596895e+000			
1.512500e-001	-2.177941e+000			
1.514062e-001	2.123519e+001			
1.515625e-001	2.247042e+001			
1.517188e-001	1.156967e+001			
1.518750e-001	8.206077e+000			
1.520313e-001	1.085910e+000			
1.521875e-001	-5.195610e+000			
1.523438e-001	-1.121546e+001			
1.525000e-001	-1.138723e+001			
1.526562e-001	-1.669194e+001			
1.528125e-001	-1.520706e+001			
1.529688e-001	-2.184542e-002			
1.531250e-001	8.485747e+000			
1.532813e-001	1.437981e+001			
1.534375e-001	1.168142e+001			
1.535938e-001	1.696873e+001			
1.537500e-001	1.774701e+001			
1.539062e-001	6.922359e+000			
1.540625e-001	3.769296e+000			
1.542188e-001	3.224001e+000			
1.543750e-001	-2.438406e+000			
1.545313e-001	-3.339709e+000			
1.546875e-001	-3.852837e+000			
1.548438e-001	-1.008106e+001			
1.550000e-001	-1.355413e+001			
1.551563e-001	-1.325477e+001			
1.553125e-001	-5.430749e+000			
1.554688e-001	1.915316e+000			
1.556250e-001	8.053520e+000			
1.557813e-001	1.262654e+001			
1.559375e-001	1.379719e+001			
1.560938e-001	1.555490e+001			
1.562500e-001	1.246666e+001			
1.564063e-001	1.445399e+001			
1.565625e-001	1.392310e+001			
1.567187e-001	9.726135e+000			
1.568750e-001	-4.546009e+000			
1.570313e-001	-1.506986e+001			
1.571875e-001	-2.516185e+001			
1.573438e-001	-1.884396e+001			
1.575000e-001	-2.114361e+001			
1.576563e-001	-7.721397e+000			
1.578125e-001	1.028559e+001			
1.579687e-001	2.259105e+001			
1.581250e-001	2.185539e+001			
1.582813e-001	2.197674e+001			
1.584375e-001	1.791697e+001			
1.585938e-001	1.870616e+001			
1.587500e-001	6.862824e+000			
1.589063e-001	-1.088034e+001			
1.590625e-001	-1.629753e+001			
1.592187e-001	-1.829962e+001			
1.593750e-001	-2.460011e+001			
1.595313e-001	-2.262598e+001			
1.596875e-001	-1.816843e+001			
1.598438e-001	-1.967817e+001			
1.600000e-001	-1.772804e+001			
1.601563e-001	-1.286347e+001			
1.603125e-001	-5.059136e+000			
1.604687e-001	-1.948924e+000			
1.606250e-001	7.561158e+000			
1.607813e-001	1.525807e+001			
1.609375e-001	1.278858e+001			
1.610938e-001	2.225833e+000			
1.612500e-001	1.076427e+000			
1.614063e-001	3.158704e+000			
1.615625e-001	-5.151439e+000			
1.617187e-001	-1.018321e+001			
1.618750e-001	-1.503541e+001			
1.620313e-001	-1.467124e+001			
1.621875e-001	-2.048021e+001			
1.623438e-001	-1.074471e+001			
1.625000e-001	-5.911948e+000			
1.626563e-001	1.070018e+001			
1.628125e-001	1.792741e+001			
1.629688e-001	1.318708e+001			
1.631250e-001	3.652027e+000			
1.632813e-001	7.076957e+000			
1.634375e-001	4.876691e+000			
1.635938e-001	1.436757e+000			
1.637500e-001	1.136922e+000			
1.639063e-001	-5.407703e+000			
1.640625e-001	-1.446287e+001			
1.642188e-001	-1.298290e+001			
1.643750e-001	-7.915605e+000			
1.645312e-001	-2.839185e+000			
1.646875e-001	-2.912163e+000			
1.648438e-001	2.242157e+000			
1.650000e-001	1.496148e+001			
1.651563e-001	3.440534e+001			
1.653125e-001	2.384572e+001			
1.654688e-001	1.521570e+001			
1.656250e-001	1.332511e+001			
1.657812e-001	1.430395e+001			
1.659375e-001	-1.702863e+000			
1.660938e-001	-4.749339e+000			
1.662500e-001	-1.138195e+001			
1.664063e-001	-9.762024e-001			
1.665625e-001	9.149032e+000			
1.667188e-001	-5.007164e+000			
1.668750e-001	-9.719053e+000			
1.670312e-001	4.947628e+000			
1.671875e-001	1.373633e+001			
1.673438e-001	-1.637003e+001			
1.675000e-001	-1.265486e+001			
1.676563e-001	-1.739700e+001			
1.678125e-001	-2.772328e+000			
1.679688e-001	1.091551e+000			
1.681250e-001	-1.492211e+000			
1.682812e-001	-6.397348e+000			
1.684375e-001	9.042205e+000			
1.685938e-001	-6.976133e-001			
1.687500e-001	-2.098325e+001			
1.689063e-001	-2.113521e+001			
1.690625e-001	-2.519930e+001			
1.692188e-001	-1.961947e+001			
1.693750e-001	-1.150450e+001			
1.695312e-001	-3.554563e+000			
1.696875e-001	3.891966e+000			
1.698438e-001	2.687071e+001			
1.700000e-001	3.059680e+001			
1.701563e-001	1.994619e+001			
1.703125e-001	1.708744e+001			
1.704688e-001	1.876762e+001			
1.706250e-001	1.116397e+001			
1.707813e-001	-5.430029e+000			
1.709375e-001	5.083742e+000			
1.710938e-001	1.043707e+001			
1.712500e-001	2.903629e+001			
1.714063e-001	1.582725e+001			
1.715625e-001	9.424500e+000			
1.717188e-001	1.929083e+001			
1.718750e-001	1.330458e+001			
1.720313e-001	-1.366899e+000			
1.721875e-001	-5.769232e+000			
1.723437e-001	4.755341e+000			
1.725000e-001	7.009860e+000			
1.726563e-001	8.331269e+000			
1.728125e-001	1.229765e+001			
1.729688e-001	2.427099e+001			
1.731250e-001	1.939802e+001			
1.732813e-001	6.729831e+000			
1.734375e-001	7.907324e+000			
1.735937e-001	-3.757293e+000			
1.737500e-001	-1.639739e+001			
1.739063e-001	-2.048321e+001			
1.740625e-001	-2.092972e+001			
1.742188e-001	-1.475046e+001			
1.743750e-001	-6.123561e+000			
1.745313e-001	2.747842e+000			
1.746875e-001	1.199242e+001			
1.748437e-001	2.323657e+001			
1.750000e-001	1.229249e+001			
1.751563e-001	1.464268e+001			
1.753125e-001	9.696008e-001			
1.754688e-001	-8.380721e+000			
1.756250e-001	-1.740252e+001			
1.757813e-001	-1.420601e+001			
1.759375e-001	-1.908438e+001			
1.760937e-001	-5.137996e+000			
1.762500e-001	-1.203347e+001			
1.764063e-001	-6.988735e+000			
1.765625e-001	-7.011061e+000			
1.767188e-001	-3.634983e+000			
1.768750e-001	1.032256e-002			
1.770313e-001	8.505312e-001			
1.771875e-001	-3.691877e+000			
1.773437e-001	2.405037e+000			
1.775000e-001	9.474313e+000			
1.776563e-001	2.646297e+000			
1.778125e-001	4.122424e+000			
1.779688e-001	4.957711e+000			
1.781250e-001	2.721916e+000			
1.782813e-001	-1.054798e+001			
1.784375e-001	-2.123603e+001			
1.785938e-001	-2.450396e+001			
1.787500e-001	-2.201983e+001			
1.789063e-001	-2.295414e+001			
1.790625e-001	-1.941890e+001			
1.792188e-001	-1.417948e+001			
1.793750e-001	-1.949764e+000			
1.795313e-001	1.383439e+001			
1.796875e-001	2.353628e+001			
1.798438e-001	2.895011e+001			
1.800000e-001	2.062028e+001			
1.801562e-001	1.011395e+001			
1.803125e-001	-6.119600e+000			
1.804688e-001	-1.533825e+001			
1.806250e-001	-1.956702e+001			
1.807813e-001	1.661212e-001			
1.809375e-001	-1.410362e+001			
1.810938e-001	1.374581e+000			
1.812500e-001	-7.928569e+000			
1.814062e-001	9.108102e+000			
1.815625e-001	1.480760e+001			
1.817188e-001	2.709841e+001			
1.818750e-001	1.553798e+001			
1.820313e-001	1.486905e+001			
1.821875e-001	2.952493e+000			
1.823438e-001	3.404405e+000			
1.825000e-001	-1.740264e+001			
1.826562e-001	-1.776825e+001			
1.828125e-001	-1.340037e+001			
1.829688e-001	-1.862286e+001			
1.831250e-001	-1.902880e+001			
1.832813e-001	-2.171171e+001			
1.834375e-001	-1.327049e+001			
1.835938e-001	-1.485549e+001			
1.837500e-001	-1.500180e+001			
1.839062e-001	-1.047152e+001			
1.840625e-001	-1.124571e+001			
1.842188e-001	5.862376e+000			
1.843750e-001	1.137402e+001			
1.845313e-001	2.557439e+001			
1.846875e-001	2.065053e+001			
1.848438e-001	2.381667e+001			
1.850000e-001	5.345647e+000			
1.851562e-001	-8.341951e+000			
1.853125e-001	-1.880507e+001			
1.854688e-001	-1.729942e+001			
1.856250e-001	-1.510647e+001			
1.857813e-001	-9.991641e+000			
1.859375e-001	1.158228e+001			
1.860938e-001	2.381307e+001			
1.862500e-001	2.854849e+001			
1.864063e-001	2.394811e+001			
1.865625e-001	1.331875e+001			
1.867188e-001	8.927097e+000			
1.868750e-001	6.081550e+000			
1.870313e-001	-2.512320e+001			
1.871875e-001	-1.762170e+001			
1.873438e-001	-3.046897e+001			
1.875000e-001	-4.285064e-002			
1.876563e-001	-1.075803e+001			
1.878125e-001	-5.497485e+000			
1.879688e-001	7.891119e+000			
1.881250e-001	1.464616e+001			
1.882813e-001	1.394866e+000			
1.884375e-001	5.819045e-001			
1.885938e-001	-7.215712e+000			
1.887500e-001	1.259473e+000			
1.889063e-001	2.164521e+001			
1.890625e-001	1.958574e+001			
1.892187e-001	1.869140e+001			
1.893750e-001	1.868288e+001			
1.895313e-001	2.432308e+001			
1.896875e-001	3.390122e+000			
1.898438e-001	-3.377159e+000			
1.900000e-001	-1.974790e+001			
1.901563e-001	-9.129467e-001			
1.903125e-001	5.763831e-001			
1.904687e-001	5.416465e+000			
1.906250e-001	2.103666e+001			
1.907813e-001	2.682510e+001			
1.909375e-001	2.801484e+001			
1.910938e-001	1.646281e+001			
1.912500e-001	1.898572e+001			
1.914063e-001	-4.325994e+000			
1.915625e-001	-6.741834e+000			
1.917187e-001	-3.527892e+001			
1.918750e-001	-2.729658e+001			
1.920313e-001	-2.819104e+001			
1.921875e-001	-2.496248e+001			
1.923438e-001	-1.350599e+001			
1.925000e-001	-8.009229e+000			
1.926563e-001	-2.276125e+000			
1.928125e-001	8.514554e+000			
1.929687e-001	5.367253e+000			
1.931250e-001	-6.081190e+000			
1.932813e-001	-7.878276e+000			
1.934375e-001	-1.432172e+001			
1.935938e-001	-7.772170e+000			
1.937500e-001	-4.524644e+000			
1.939063e-001	-3.957263e+000			
1.940625e-001	-5.283592e+000			
1.942188e-001	1.753756e+000			
1.943750e-001	6.474408e-001			
1.945313e-001	-9.825520e+000			
1.946875e-001	-1.819712e+001			
1.948438e-001	-1.745485e+001			
1.950000e-001	-8.571688e+000			
1.951563e-001	-8.286258e+000			
1.953125e-001	8.198636e+000			
1.954688e-001	2.800283e+001			
1.956250e-001	3.048169e+001			
1.957813e-001	1.340961e+001			
1.959375e-001	4.807434e+000			
1.960938e-001	-2.407078e+000			
1.962500e-001	-5.235940e+000			
1.964063e-001	-1.925866e+001			
1.965625e-001	-2.364863e+001			
1.967188e-001	-2.306505e+001			
1.968750e-001	-1.957758e+001			
1.970312e-001	-1.792741e+001			
1.971875e-001	-1.025799e+001			
1.973438e-001	1.571526e+001			
1.975000e-001	3.221984e+001			
1.976563e-001	2.374790e+001			
1.978125e-001	1.939586e+001			
1.979688e-001	1.676204e+001			
1.981250e-001	9.505400e+000			
1.982812e-001	-2.885516e-001			
1.984375e-001	-6.237349e+000			
1.985938e-001	-1.390413e+001			
1.987500e-001	-1.457210e+001			
1.989063e-001	-1.456418e+001			
1.990625e-001	-1.893254e+001			
1.992188e-001	-2.047108e+001			
1.993750e-001	-1.443610e+001			
1.995312e-001	-1.406821e+001			
1.996875e-001	-9.735978e+000			
1.998438e-001	-1.997296e-001			
2.000000e-001	1.058099e+001			
2.001563e-001	1.707640e+001			
2.003125e-001	1.979640e+001			
2.004688e-001	2.305124e+001			
2.006250e-001	2.305748e+001			
2.007812e-001	2.034337e+001			
2.009375e-001	-1.654011e+000			
2.010938e-001	-3.127016e+000			
2.012500e-001	-5.742946e+000			
2.014063e-001	-2.628053e+000			
2.015625e-001	-2.200795e+001			
2.017188e-001	-1.339053e+001			
2.018750e-001	-1.051185e+001			
2.020313e-001	1.148661e+001			
2.021875e-001	2.636971e+001			
2.023438e-001	2.932184e+001			
2.025000e-001	2.495936e+001			
2.026563e-001	2.099261e+001			
2.028125e-001	5.783756e+000			
2.029688e-001	8.743931e+000			
2.031250e-001	-7.732680e+000			
2.032813e-001	-2.721664e+001			
2.034375e-001	-3.297423e+001			
2.035938e-001	-3.292070e+001			
2.037500e-001	-3.178930e+001			
2.039063e-001	-1.183374e+001			
2.040625e-001	1.088970e+001			
2.042188e-001	2.237620e+001			
2.043750e-001	2.053146e+001			
2.045313e-001	1.434200e+001			
2.046875e-001	6.932682e+000			
2.048437e-001	8.415650e+000			
2.050000e-001	-3.093168e-001			
2.051563e-001	8.147143e+000			
2.053125e-001	2.099669e+001			
2.054688e-001	1.354896e+000			
2.056250e-001	-1.492595e+001			
2.057813e-001	-1.543211e+001			
2.059375e-001	-2.111240e+001			
2.060937e-001	-3.019806e+001			
2.062500e-001	-3.470818e+001			
2.064063e-001	-3.375490e+001			
2.065625e-001	-4.428260e+000			
2.067188e-001	5.119752e+000			
2.068750e-001	2.728781e+001			
2.070313e-001	5.207133e+001			
2.071875e-001	4.575152e+001			
2.073437e-001	3.594917e+001			
2.075000e-001	2.047612e+001			
2.076563e-001	4.401493e-001			
2.078125e-001	-2.916208e+001			
2.079688e-001	-1.728717e+001			
2.081250e-001	-4.957999e+001			
2.082813e-001	-2.845426e+001			
2.084375e-001	-3.674580e+001			
2.085937e-001	-1.975271e+001			
2.087500e-001	-3.193633e+000			
2.089063e-001	3.648606e+001			
2.090625e-001	2.923626e+001			
2.092188e-001	2.176632e+001			
2.093750e-001	4.148950e+000			
2.095313e-001	1.926598e+000			
2.096875e-001	2.469973e+000			
2.098438e-001	1.974418e+001			
2.100000e-001	3.045336e+001			
2.101563e-001	2.653247e+001			
2.103125e-001	-4.029401e+000			
2.104688e-001	-7.277167e+000			
2.106250e-001	-2.283951e+001			
2.107813e-001	-2.511384e+001			
2.109375e-001	-2.244821e+001			
2.110938e-001	-1.563880e+001			
2.112500e-001	-3.777578e+000			
2.114063e-001	-2.422922e+000			
2.115625e-001	1.739712e+000			
2.117188e-001	2.850816e+001			
2.118750e-001	3.999681e+001			
2.120313e-001	4.205304e+001			
2.121875e-001	3.033249e+001			
2.123438e-001	2.634198e+001			
2.125000e-001	-4.730615e+000			
2.126562e-001	-3.622692e+001			
2.128125e-001	-3.684495e+001			
2.129688e-001	-3.528564e+001			
2.131250e-001	-1.632981e+001			
2.132813e-001	-3.365756e+000			
2.134375e-001	2.098757e+001			
2.135938e-001	3.817848e+001			
2.137500e-001	2.821169e+001			
2.139062e-001	1.206228e+001			
2.140625e-001	5.933073e+000			
2.142188e-001	-3.430092e+000			
2.143750e-001	-1.333999e+001			
2.145313e-001	-5.050614e+000			
2.146875e-001	5.334605e+000			
2.148438e-001	7.038428e+000			
2.150000e-001	-6.640529e+000			
2.151562e-001	5.501446e+000			
2.153125e-001	-6.851301e-001			
2.154688e-001	1.975571e+000			
2.156250e-001	-7.774091e+000			
2.157813e-001	-2.134130e+000			
2.159375e-001	-4.114502e+000			
2.160938e-001	5.026248e+000			
2.162500e-001	-2.626252e-001			
2.164062e-001	6.957168e+000			
2.165625e-001	7.369470e+000			
2.167188e-001	1.846238e+001			
2.168750e-001	1.284847e+001			
2.170313e-001	1.856621e+000			
2.171875e-001	-2.781931e+001			
2.173438e-001	-1.373753e+001			
2.175000e-001	-3.018041e+001			
2.176563e-001	-1.720195e+001			
2.178125e-001	-1.518773e+001			
2.179688e-001	2.465892e+000			
2.181250e-001	2.205800e+001			
2.182813e-001	2.567354e+001			
2.184375e-001	7.579642e+000			
2.185938e-001	1.838544e+001			
2.187500e-001	-1.978091e-001			
2.189063e-001	-1.685194e+001			
2.190625e-001	-1.034417e+001			
2.192188e-001	-1.871913e+001			
2.193750e-001	-2.506210e+001			
2.195313e-001	-1.460679e+001			
2.196875e-001	3.195194e+000			
2.198438e-001	-2.212389e+000			
2.200000e-001	1.309765e+001			
2.201563e-001	1.016724e+001			
2.203125e-001	1.033241e+001			
2.204687e-001	9.220810e+000			
2.206250e-001	5.580186e-001			
2.207813e-001	-1.670335e+000			
2.209375e-001	1.422353e+001			
2.210938e-001	1.406065e+001			
2.212500e-001	5.968842e+000			
2.214063e-001	-3.392282e+000			
2.215625e-001	-1.053178e+001			
2.217187e-001	-1.411082e+001			
2.218750e-001	-1.430527e+001			
2.220313e-001	-2.057071e+001			
2.221875e-001	-1.615109e+001			
2.223438e-001	-1.834680e+001			
2.225000e-001	-1.035029e+001			
2.226563e-001	-9.081455e-001			
2.228125e-001	8.721125e+000			
2.229687e-001	2.694117e+001			
2.231250e-001	3.887826e+001			
2.232813e-001	2.481292e+001			
2.234375e-001	1.352616e+001			
2.235938e-001	-3.480864e-003			
2.237500e-001	-3.488306e+000			
2.239063e-001	-1.846563e+001			
2.240625e-001	-1.584622e+001			
2.242187e-001	-2.046652e+001			
2.243750e-001	-9.966074e-001			
2.245313e-001	1.231386e+000			
2.246875e-001	1.596168e+001			
2.248438e-001	8.609017e+000			
2.250000e-001	1.254395e+001			
2.251563e-001	-7.425644e+000			
2.253125e-001	-1.634770e+001			
2.254688e-001	-2.470081e+001			
2.256250e-001	-1.534257e+001			
2.257813e-001	-1.881767e+001			
2.259375e-001	-6.672697e+000			
2.260938e-001	4.487794e+000			
2.262500e-001	1.074627e+001			
2.264063e-001	6.307446e+000			
2.265625e-001	-2.241449e+001			
2.267188e-001	-2.159780e+001			
2.268750e-001	-3.059104e+001			
2.270313e-001	-2.639119e+001			
2.271875e-001	-2.077416e+001			
2.273438e-001	4.916541e+000			
2.275000e-001	2.943575e+001			
2.276563e-001	4.291053e+001			
2.278125e-001	2.329647e+001			
2.279688e-001	2.132522e+001			
2.281250e-001	1.582701e+001			
2.282812e-001	5.603832e+000			
2.284375e-001	-1.047020e+000			
2.285938e-001	-1.370476e+001			
2.287500e-001	-1.631853e+001			
2.289063e-001	-8.398605e+000			
2.290625e-001	1.068289e+001			
2.292188e-001	8.738530e+000			
2.293750e-001	2.002553e+001			
2.295312e-001	2.961976e+001			
2.296875e-001	2.347723e+001			
2.298438e-001	1.883028e+000			
2.300000e-001	-4.329835e+000			
2.301563e-001	-1.424274e+001			
2.303125e-001	-1.510347e+001			
2.304688e-001	-4.959392e+000			
2.306250e-001	-2.512584e+000			
2.307812e-001	-2.496620e-001			
2.309375e-001	3.001585e+000			
2.310938e-001	7.891240e+000			
2.312500e-001	4.281583e+000			
2.314063e-001	-1.834536e+000			
2.315625e-001	-4.476632e+000			
2.317188e-001	-9.871971e+000			
2.318750e-001	1.921077e+000			
2.320312e-001	1.422113e+000			
2.321875e-001	8.117615e+000			
2.323438e-001	1.071854e+001			
2.325000e-001	1.623535e+001			
2.326563e-001	1.245273e+001			
2.328125e-001	1.342593e+001			
2.329688e-001	2.126928e+000			
2.331250e-001	-4.237772e+000			
2.332813e-001	-3.858118e+000			
2.334375e-001	-1.280574e+001			
2.335938e-001	-1.884372e+001			
2.337500e-001	-1.851400e+001			
2.339063e-001	-1.222504e+000			
2.340625e-001	7.050191e+000			
2.342188e-001	1.248850e+001			
2.343750e-001	1.833215e+001			
2.345313e-001	1.233306e+001			
2.346875e-001	-6.014693e+000			
2.348438e-001	-1.892906e+001			
2.350000e-001	-1.251263e+001			
2.351563e-001	-1.382215e+001			
2.353125e-001	-6.997858e+000			
2.354688e-001	-7.684669e+000			
2.356250e-001	-1.155887e+001			
2.357813e-001	-1.053706e+001			
2.359375e-001	-1.385588e+001			
2.360937e-001	-1.220907e+001			
2.362500e-001	-7.185705e+000			
2.364063e-001	6.598038e+000			
2.365625e-001	1.686059e+000			
2.367188e-001	-1.246389e+000			
2.368750e-001	-7.155217e+000			
2.370313e-001	-5.842571e+000			
2.371875e-001	-2.705232e+000			
2.373437e-001	-4.913660e+000			
2.375000e-001	-9.734418e-001			
2.376563e-001	1.498572e+000			
2.378125e-001	-4.644073e+000			
2.379688e-001	-1.041811e+001			
2.381250e-001	-6.026937e+000			
2.382813e-001	-7.335741e+000			
2.384375e-001	-9.368327e-001			
2.385937e-001	-4.182679e+000			
2.387500e-001	-3.230842e+000			
2.389063e-001	-8.189754e+000			
2.390625e-001	-4.420458e+000			
2.392188e-001	-9.091298e+000			
2.393750e-001	-2.715314e+000			
2.395313e-001	9.803794e+000			
2.396875e-001	1.721924e+001			
2.398437e-001	2.027459e+001			
2.400000e-001	1.514440e+001			
2.401563e-001	1.217942e+001			
2.403125e-001	1.767919e+000			
2.404688e-001	-3.507871e+000			
2.406250e-001	-1.133718e+001			
2.407813e-001	-6.440679e+000			
2.409375e-001	-1.016184e+001			
2.410938e-001	-4.036122e+000			
2.412500e-001	6.104596e+000			
2.414063e-001	1.655547e+001			
2.415625e-001	1.433324e+001			
2.417188e-001	1.111092e+001			
2.418750e-001	9.278904e+000			
2.420313e-001	3.708201e+000			
2.421875e-001	3.657668e+000			
2.423438e-001	-6.472847e+000			
2.425000e-001	-9.945550e+000			
2.426563e-001	-7.251721e+000			
2.428125e-001	2.353544e+000			
2.429688e-001	1.965608e+000			
2.431250e-001	1.277717e+000			
2.432813e-001	2.312974e+000			
2.434375e-001	-1.717507e+000			
2.435938e-001	-6.171933e-001			
2.437500e-001	-1.555586e-001			
2.439063e-001	1.057907e+001			
2.440625e-001	1.166810e+001			
2.442188e-001	7.279208e+000			
2.443750e-001	2.861631e+000			
2.445313e-001	5.695654e+000			
2.446875e-001	4.818717e+000			
2.448438e-001	-6.120440e+000			
2.450000e-001	-6.725390e+000			
2.451562e-001	-9.004636e-001			
2.453125e-001	-6.979613e+000			
2.454688e-001	-1.546716e+001			
2.456250e-001	-1.466620e+001			
2.457813e-001	-6.474408e+000			
2.459375e-001	-4.298628e+000			
2.460938e-001	3.729926e+000			
2.462500e-001	1.311326e+000			
2.464062e-001	6.899914e+000			
2.465625e-001	4.564013e+000			
2.467188e-001	6.085391e+000			
2.468750e-001	-1.197297e+000			
2.470313e-001	-1.819172e+000			
2.471875e-001	-1.942562e+000			
2.473438e-001	-1.255044e+001			
2.475000e-001	-1.405813e+001			
2.476562e-001	-1.187563e+001			
2.478125e-001	-7.820902e+000			
2.479688e-001	1.898151e+000			
2.481250e-001	2.505862e+001			
2.482813e-001	2.629433e+001			
2.484375e-001	1.467424e+001			
2.485938e-001	1.210969e+001			
2.487500e-001	1.416952e+001			
2.489063e-001	3.865440e+000			
